"minutes_late"
4.6
4.83333333333333
8.75
-0.65
-1.11666666666667
1.51666666666667
-4.4
0.733333333333333
-0.883333333333333
-2.66666666666667
-3.71666666666667
1.35
-2.06666666666667
2.18333333333333
-0.65
-1.93333333333333
-3.33333333333333
2.98333333333333
2.06666666666667
7.46666666666667
4.15
-2.66666666666667
1.05
-3.81666666666667
4.31666666666667
0
1.1
-1.96666666666667
0.233333333333333
0.366666666666667
-1.28333333333333
2.38333333333333
3.08333333333333
5.25
1.08333333333333
4.21666666666667
-1.01666666666667
-5.05
0.283333333333333
4.23333333333333
-1.18333333333333
0.366666666666667
4.01666666666667
-2.5
1.1
2.4
8.23333333333333
5.88333333333333
4.58333333333333
5.71666666666667
0.666666666666667
4.05
8.38333333333333
-2.71666666666667
-0.4
-0.45
-3.18333333333333
-0.833333333333333
-0.1
-0.766666666666667
-5.38333333333333
-2.83333333333333
-2.06666666666667
-2.76666666666667
2.15
-9.41666666666667
-2.63333333333333
-3.66666666666667
-6.11666666666667
-5.53333333333333
-2.71666666666667
-3.23333333333333
-2.1
-3.7
-5.46666666666667
-4.83333333333333
-6.7
-0.0666666666666667
-3.38333333333333
-3.96666666666667
-5.53333333333333
-5
-4.91666666666667
-5.63333333333333
-3.66666666666667
-4
-4.56666666666667
-1.26666666666667
-5.4
0.45
-0.1
-1.48333333333333
-2.28333333333333
2.4
4.91666666666667
0.416666666666667
1.13333333333333
4.86666666666667
2.88333333333333
4.63333333333333
2.83333333333333
-0.4
-0.666666666666667
1.16666666666667
-0.616666666666667
-5.36666666666667
0.983333333333333
2.1
0.933333333333333
5.73333333333333
5.98333333333333
4.1
-2.48333333333333
-2.86666666666667
-1.8
-3.08333333333333
-1.75
5.65
-0.25
1.66666666666667
0.7
-2.71666666666667
0.95
-1.35
1.01666666666667
3.13333333333333
1.1
4.58333333333333
3.33333333333333
4.03333333333333
0.95
2.91666666666667
4.05
-0.65
-4.33333333333333
1.56666666666667
-2.16666666666667
3.16666666666667
-2.65
0.216666666666667
-2.43333333333333
2.76666666666667
1.96666666666667
-0.233333333333333
-1.78333333333333
3.85
-0.15
2.96666666666667
6.21666666666667
7.2
0.983333333333333
-3.21666666666667
-3.26666666666667
-4.5
-3.33333333333333
4.5
0.616666666666667
7.71666666666667
